,created_at,user_id,username,tweet,english
0,2021-03-31 04:22:25 SE Asia Standard Time,87481560,indrabanggocir,@Telkomsel Sudah sy coba jaringan manual...3G only tp masih tdk stabil..bahkan saat ini sampe turun 2 garis bar lho...nmr sy yg eror atau jaringan tsell yg buruk jika spt ini?,Already @Telkomsel try manual network sy ... 3G only tp still morbidly stabil..bahkan currently down 2 line bar until you know ... nmr sy errors or network Tsell which is bad if such as this?
1,2021-03-31 04:19:11 SE Asia Standard Time,87481560,indrabanggocir,"@Telkomsel Admin, knapa sinyal skr jd tdk stabil trs? Ada masalah ap dg jaringan tsell? Dimana mana sinyal tsell tdk stabil...naik turun...4G maupun 3G tdk stabil, sdh dibuat 3G only jg sama saja...tulung bs dicek admin? @Telkomsel","@Telkomsel Admin, knapa cur signal jd labile trs? There was a problem ap dg Tsell network? Where Where labile Tsell signal ... up and down ... 4G and 3G labile, sdh made 3G only tantamount jg ... tulung bs checked admin? @Telkomsel"
2,2021-03-31 01:22:40 SE Asia Standard Time,420998829,alieeffputra,"@byu_id kebiasaan, pas gue baru 5 menit aktifin paket buat 6 jam yg 1 Mbps, terus jaringan putus karena maintenance   gimana sih nih @Telkomsel ?? hadeuuhh...  https://t.co/mslwYHmx22","@byu_id habit, I fit just 5 minutes aktifin package for 6 hours 1 Mbps, the network continued dropping due to maintenance @Telkomsel how is ya ?? hadeuuhh ... https://t.co/mslwYHmx22"
3,2021-03-31 00:29:35 SE Asia Standard Time,1375534539628371968,rahmat07813760,"TELKOMSEL NIH BOS, Kartu Sultan, Kouta mahal, Jaringan Bangsat","NIH TELKOMSEL BOS, Cards Sultan, Kouta expensive, motherfucker Network"
4,2021-03-31 00:27:22 SE Asia Standard Time,1356213081706176513,callmetcutricky,"Mengapa aplikasi My @Telkomsel tidak dapat di akses sejak sore tadi dan hampir disemua pengkat smartphone yang menggunakan jaringan Telkomsel semua sama?  Bahkan setelah saya uninstall APK My Telkomsel saya, saat hendak di install aplikasi tersebut sudah ada di Play Store Google?","Why My @Telkomsel application can not be accessed since this afternoon and almost all smartphones pengkat Telkomsel network uses all the same? Even after I uninstall APK My Telkomsel me, when they want to install the application already exists in Google Play Store?"
5,2021-03-31 00:21:34 SE Asia Standard Time,553275067,dedenzanrest,@Telkomsel udah mahalllll jaringan burikkkkk,@Telkomsel already mahalllll network burikkkkk
6,2021-03-31 00:20:17 SE Asia Standard Time,2406078318,rizalkemplong,Parah sekali jaringan Telkomsel ditempat kami#internetlola,Severe once Telkomsel network in our place # internetlola
7,2021-03-31 00:08:26 SE Asia Standard Time,825106902493261826,hadipati75,Solusi tepat bagi yg belum terjangkau jaringan IndiHome!!! Internet rumah tanpa kabel dengan beragam kemudahan dan kualitas sinyal 4G LTE dari TELKOMSEL.. Potongan harga Rp100K dan bonus kuota data hingga 150GB untuk pemesanan paket melalui link berikut:  https://t.co/GGE3LRLhE3  https://t.co/aqkUjL8gcP,The perfect solution for networks that have not been reached IndiHome !!! Internet home wirelessly with a variety of convenience and 4G LTE signal quality of TELKOMSEL .. Rp100K and bonus discounts of up to 150GB data quota for booking a package through the following link: https://t.co/GGE3LRLhE3 https://t.co/aqkUjL8gcP
8,2021-03-30 23:53:49 SE Asia Standard Time,1095546001589293057,j1111111n,"@Fahrihamzah @amira_suud Jaringan Telkomsel, Indosat, XL..dll Baiklah","Network @amira_suud @Fahrihamzah Telkomsel, Indosat, XL..dll Alright"
9,2021-03-30 23:52:12 SE Asia Standard Time,741446748,ilhmhakiki,@Telkomsel jaringan kok h+ sih nih,H + network @Telkomsel why the hell ya
10,2021-03-30 23:12:06 SE Asia Standard Time,4813012555,pelakgari,@Telkomsel jaringan 4G seperti 2g,@Telkomsel 4G networks such as 2G
