,created_at,user_id,username,tweet,english
0,2020-10-31 06:25:15 SE Asia Standard Time,52307891,agus_purwadi,"Ngapain @Telkomsel jajan ke Gojek Rp 2,2 M, persiapan aja duit untung lelang 5G dan belanja/sewa Jaringan seluruh pelosok.   https://t.co/Z5BnK5boxe","Why should @Telkomsel snack Gojek to USD 2.2 M, preparations just money profit 5G auction and shopping / rental network throughout. https://t.co/Z5BnK5boxe"
1,2020-10-31 01:33:37 SE Asia Standard Time,2257344570,denny_acs,Jaringan @Telkomsel makin sampah,@Telkomsel network more rubbish
2,2020-10-31 01:10:50 SE Asia Standard Time,778125732,miiiyy00,Jadi ceritanya lagi komplain nih sama telkomsel terkait jaringan yg super duper lelet padahal udh 4G :(  https://t.co/NONXeAridu,So the story again nih same complaints related telkomsel that super duper slow network when 4G :( UDH https://t.co/NONXeAridu
3,2020-10-30 23:28:01 SE Asia Standard Time,843201244994793472,iniangin,"@lalalayihaaa @aglkeanu Ku gelisah galau merana karena mikir jaringan Telkomsel lgi buruk bngt, eh pdhl dari sono nya yg gabisa 🙂","My @aglkeanu @lalalayihaaa upset restless pining for thinking bad LGI bngt Telkomsel network, eh pdhl of her mouth gabisa sono 🙂"
4,2020-10-30 22:54:11 SE Asia Standard Time,3114195514,nbllhptrr,@dalihan05 @Telkomsel Iyaa ih kenapa ini jaringan buruk😌,@ Dalihan05 @Telkomsel Iyaa network ih why buruk😌
5,2020-10-30 22:31:29 SE Asia Standard Time,1322170020588183556,dohonaelisari,Halo mas baim @mrbaimwong 🙂 saya dari Nias sumatra utara saya selalu nonton tiap giveaway tapi sayang nya saya Gk bisa telepon karna sini hanya kartu Telkomsel yg bisa jaringan nya,Halo mas baim @mrbaimwong my 🙂 of northern Sumatra Nias I always watch his every giveaway but unfortunately I could Gk here because phone cards only can reply Telkomsel her network
6,2020-10-30 21:40:09 SE Asia Standard Time,1030321105502855169,hoosmyth,"yang bener2 aja ini gue masih ada paketan, jaringan juga 4g tp yg kesedot malah pulsa gue cok @Telkomsel","who wrote this bener2 I still packaged, the network also distinguished kesedot 4g tp pulses instead I choke @Telkomsel"
7,2020-10-30 21:08:38 SE Asia Standard Time,786823779661914112,anwar_ka11,@Telkomsel Alasannya selalu peningkatan jaringan,The reason is always increasing network @Telkomsel
8,2020-10-30 21:04:06 SE Asia Standard Time,99905635,airie_hoshino,"@Telkomsel udah sebulan lebih nih jaringan akses data lambat banget, kurang sabar apa coba?  Apalagi kalo ujan, signal barnya bisa sampe ilang..  Dijanjiin perbaikan peningkatan terus tapi sampe kapan? coba min sesekali rasain kalo digantungin gebetan yg dikejar bertaun²","@Telkomsel ya just over a month already slow data access network buildup, less patient of what to try? Especially if ujan, the bar could signal until ilang .. Dijanjiin improvement continued increase but until when? Serves occasionally try if digantungin min gebetan who pursued bertaun²"
9,2020-10-30 20:59:18 SE Asia Standard Time,2823572490,theoalffa,"Gak kuat liat jaringan 4G telkomsel. Dah 4G kok masih loading seh. gak Google, youtube, game. ❤️❤️❤️","Not strong clay Telkomsel 4G network. Dah 4G seh kok still loading. not Google, youtube, games. ❤️❤️❤️"
10,2020-10-30 20:47:33 SE Asia Standard Time,246237712,ildail,Streaming ghost bus tour terus marah2 gara2 502 muluuu. Udah suudzon jaringan telkomsel bapuk tau2nya serverrr dowwwwnn wagelaseh.  https://t.co/kJypuy5FJY,Streaming ghost bus tour continues marah2 gara2 502 muluuu. Already suudzon Telkomsel network bapuk serverrr tau2nya dowwwwnn wagelaseh. https://t.co/kJypuy5FJY
11,2020-10-30 20:39:51 SE Asia Standard Time,1172354341778288641,lansnair,@sringlestari @Telkomsel @aglkeanu @fadiljaidi websitenya yang error kayaknya. Saya juga begitu udah gonta ganti jaringan,@sringlestari @Telkomsel error @aglkeanu think @fadiljaidi website. I am also so already mutually exchange network
12,2020-10-30 20:38:29 SE Asia Standard Time,356044263,sringlestari,Teh @risa_saraswati  😭😭😭 Telkomsel nya support sedih masa peningkatan jaringan pas mulai live streaming jurnalrisa Ghostbusters 😭🥺,Telkomsel 😭😭😭 his tea @risa_saraswati sad support future network upgrades fitting start live streaming jurnalrisa Ghostbusters 😭🥺
13,2020-10-30 20:38:03 SE Asia Standard Time,1217281166073401345,literartnim,dasar ujan merusak jaringan telkomsel dan indihome,ujan basic telkomsel tissue damage and indihome
14,2020-10-30 20:34:00 SE Asia Standard Time,1320340779877822464,alexand22545636,"@MobileLegendsOL Sangat gembira dan senang,setiap hari bermain ,apa alagi skin skin yg gratis,jangan lupa eventnya yg menarik setiap hari nya guys,aku bahkan di game ini setiap hari,dan jangan lupa ya jaringan harus lebih di perbaiki meskipun pakai Telkomsel juga,agak lag","@MobileLegendsOL Very excited and happy, every day to play, what skin Alagi skin that is free, do not forget eventnya entrancing her every day guys, I'm even in this game every day, and do not forget the network should be repaired even though disposable Telkomsel, rather lag"
15,2020-10-30 20:11:52 SE Asia Standard Time,1281986531318611968,reynnoedha,@Telkomsel Setiap banyak pengunjung Jaringan Internet Down 🤕🤕 Jaringan 4G serasa GPRS 😫 Loc : Wisata,@Telkomsel Any more visitors Down 🤕🤕 Internet Network 4G Network GPRS seemed 😫 Loc: Travel
16,2020-10-30 20:09:47 SE Asia Standard Time,1181541305358286848,bagaimanainiyah,Jaringan telkomsel kayak tai,Telkomsel network kayak tai
17,2020-10-30 19:56:18 SE Asia Standard Time,1199267849526628352,jaringanlow,Woi @Telkomsel jaringan lemot terus ini,Woi @Telkomsel continue this slow network
18,2020-10-30 19:55:33 SE Asia Standard Time,493247379,naufalbasman,@dontgiveafucek kek jaringan telkomsel dirumahku,kek @dontgiveafucek Telkomsel network in my house
19,2020-10-30 19:24:01 SE Asia Standard Time,2787255180,aditiya_gozal18,"@Telkomsel hey jaringan lemot banget udah seminggu ini,","Hey @Telkomsel very slow network already this week,"
20,2020-10-30 19:23:46 SE Asia Standard Time,1255423765623832577,ciiyeol,Ini jaringan Telkomsel kemana sih? Kok ngilang,This is where the Telkomsel network anyway? Kok ngilang
21,2020-10-30 19:15:37 SE Asia Standard Time,845262073,cocokmi_,Perbaiki Jaringan seluler mu ! @Telkomsel,Fix your mobile network! @Telkomsel
22,2020-10-30 18:55:01 SE Asia Standard Time,1100594526,_hastyo1996_,"@Telkomsel @supriyadi_pwrj Dikhawatirkan jaringan yang anda inginkan sedang padat trafficnya, silahkan coba lagi beberapa detik ke depan terima kasih","@Telkomsel @supriyadi_pwrj you want the network feared being solid trafficnya, please try again a few seconds ahead thanks"
23,2020-10-30 18:54:37 SE Asia Standard Time,1100594526,_hastyo1996_,"@Telkomsel @haqqi_fahmi Dikhawatirkan jaringan yang anda inginkan sedang padat trafficnya, silahkan coba lagi beberapa detik ke depan terima kasih","@Telkomsel @haqqi_fahmi you want the network feared being solid trafficnya, please try again a few seconds ahead thanks"
24,2020-10-30 18:54:17 SE Asia Standard Time,1100594526,_hastyo1996_,"@romikurniawaan @Telkomsel Dikhawatirkan jaringan yang anda inginkan sedang padat trafficnya, silahkan coba lagi beberapa detik ke depan terima kasih","@romikurniawaan @Telkomsel you want the network feared being solid trafficnya, please try again a few seconds ahead thanks"
25,2020-10-30 18:53:58 SE Asia Standard Time,1100594526,_hastyo1996_,"@Telkomsel @mahatmahrdys Dikhawatirkan jaringan yang anda inginkan sedang padat trafficnya, silahkan coba lagi beberapa detik ke depan terima kasih","@Telkomsel @mahatmahrdys you want the network feared being solid trafficnya, please try again a few seconds ahead thanks"
