,created_at,user_id,username,tweet,english
0,2021-01-14 12:26:20 SE Asia Standard Time,1318703062236606464,dwipurn06811335,"@Telkomsel Enerin dulu jaringan,3 bulan parah jaringanya","@Telkomsel first Enerin network, 3 months of severe their networks"
1,2021-01-14 12:13:25 SE Asia Standard Time,1226852523052425220,aadithyarama,@Telkomsel jaringannya koyo asu....gua beli paket data bukan minta ama lu....ini udah hari yang 5 jaringan kalian jelek,@Telkomsel network patch asu .... caves buy a packet data not requested ama lu .... These networks already day 5 you ugly
2,2021-01-14 11:39:08 SE Asia Standard Time,1069894362677432320,yizzleeeeeee,12 jam full jaringan E dua kartu telkomsel... hadehh. Telkomsel telkomsel tolong ya!!!!!!!!!!!,12 hours full Telkomsel network E two cards ... hadehh. Telkomsel Telkomsel please ya !!!!!!!!!!!
3,2021-01-14 11:30:21 SE Asia Standard Time,247173822,ihsannurjaman10,@byu_id Min jaringannya lemot banget ini dari kmrn. Padahal sama2 pake jaringan telkomsel. Tapi yg telkomsel stabil. Tapi byu lemot padahal lokasi si bandung,Min @byu_id network is slow buildup of kmrn. Though sama2 use Telkomsel network. But that telkomsel stable. But byu slow but the location of the duo
4,2021-01-14 11:27:31 SE Asia Standard Time,168565077,angelinaojong,telkomsel : provider paling mahal tapi jaringan kayak tahik 🙃,telkomsel: the most expensive but the network provider kayak tahik 🙃
5,2021-01-14 11:26:24 SE Asia Standard Time,247663728,____edoeka,"@Telkomsel jaringan 4G+ drop jadi cuman H+ dan lemot banget, di Asem Jajar, Surabaya","@Telkomsel 4G + drop so cuman H + and slow buildup in Asem Jajar, Surabaya"
6,2021-01-14 10:24:57 SE Asia Standard Time,811897280563290112,koranbumn,"Tahun Ini, Telkomsel Berencana Perluasan Jaringan NB-IoT ke Sejumlah Kota Besar  https://t.co/qcC0WysTe3 @Telkomsel @TelkomIndonesia @kemkominfo @KemenBUMN","This year, Telkomsel Network Expansion Planning NB-IOT to the Big City https://t.co/qcC0WysTe3 @Telkomsel Some @TelkomIndonesia @kemkominfo @KemenBUMN"
7,2021-01-14 10:00:13 SE Asia Standard Time,155434679,nhikmah02,Min @Telkomsel perbaiki jaringan di rumahku dong satu bar pun gak ada. Kalau begini terus ganti provider nih -_-,Min @Telkomsel fix dong network in my house one bar was not there. If this continues to change providers nih -_-
8,2021-01-14 09:43:37 SE Asia Standard Time,1130767743794393088,syarrhh,"@tsel_mybusiness Halo min mau tanya, kenapa jaringan telkomsel di daerah saya jelek banget ya seminggu terakhir ini?","Hello min @tsel_mybusiness want to ask, why the Telkomsel network in my area hideous yes this past week?"
9,2021-01-14 09:28:56 SE Asia Standard Time,1242647801869160454,stangelcca,"giliran zoom jaringan jelek giliran streaming wolf sama kick it mendadak jaringan bagus  telkomsel,kamu fans exo sama nct ya?","turn ugly turn streaming network zooming same wolf nice kick it suddenly Telkomsel network, you exo fans at NCT huh?"
