,created_at,user_id,username,tweet,english
0,2021-04-30 06:42:33 SE Asia Standard Time,1113271382517747712,jongbearninii,"@Telkomsel hallo min, kenapa jaringan aku x terus ya ini😭","Hallo @Telkomsel min, why I x hold ya network ini😭"
1,2021-04-30 06:30:04 SE Asia Standard Time,2787255180,aditiya_gozal18,"@Telkomsel harga paket nambah mahal, jaringan no service terus","@Telkomsel add the package price is expensive, no service network continues"
2,2021-04-30 05:13:02 SE Asia Standard Time,80513664,maratanzagat,"Koneksi Internet @Telkomsel Subang jawa barat Butut,, jaringan Disconect terus parah.. udah saya restart koneksi tetep mati-mati mulu.. tidak Yaman di hati.. KENAPA..!!???","Internet connection @Telkomsel Subang West Java Butut ,, Disconnection continued severe tissue .. I've restarted die-die tetep connection mulu .. not Yemen in the heart .. WHY .. !! ???"
3,2021-04-30 05:03:48 SE Asia Standard Time,1328733473809473537,pawfuu,mau jago tapi jaringan telkomsel,would champion but the network telkomsel
4,2021-04-30 03:57:49 SE Asia Standard Time,1268053331626168321,annopramudia,"TELKOMSEL nih ngab . Kartu sultan, paketan mahal, jaringan bangsat","TELKOMSEL ya ngab. Sultan card, paketan expensive, network brock"
5,2021-04-30 03:56:53 SE Asia Standard Time,949801697035010048,nuansabening28,Jaringan telkomsel di daerahku kenapa ya dari semalam sampe skrg mampetttttt kyk kurang makanan berserat..🤔  Terpaksa numpang hotspot tetangga spy bs ketemu teman2 disini.. kalian ngangenin ternyata😍🤗,Telkomsel network in the county why yes of overnight until skrg mampetttttt less food kyk berserat..🤔 forced passengers hotspot bs spy neighbors met here .. you ngangenin teman2 ternyata😍🤗
6,2021-04-30 03:12:06 SE Asia Standard Time,1344119798,__lelaamuslimin,@anamahmad98 @Telkomsel Kenapa jaringan wifi kamu gak nyampe ke rmh aku 😵‍💫😶‍🌫️😒,@ Anamahmad98 @Telkomsel Why are not you wifi network nyampe to rmh I 😵💫😶🌫️😒
7,2021-04-30 01:54:44 SE Asia Standard Time,1725642188,ryandef22,@Telkomsel  lagi main pubg tiba-tiba sinyal hilang selama 1 menit sinyal di bar pun x tidak ada sinyal sma sekali hebatnya jaringan internet telkomsel saat ini bener bener bikin kapok,@Telkomsel again play pubg suddenly lost signal for 1 minute signal at the bar was x no signal once great sma telkomsel Internet network currently makes kapok Ko Ko
8,2021-04-30 00:14:52 SE Asia Standard Time,340766540,pajarkharisma12,"@Telkomsel udah berapa minggu ini tsel lemot. Kemarin ngomongnya lagi ningkatin jaringan, tapi kok malah makin lemot. Ningkatnya dimana? Gak bisa diharepin..","@Telkomsel already how this week TSEL slow. Yesterday ngomongnya again ningkatin network, but why even more slow. Ningkatnya where? Can not diharepin .."
9,2021-04-29 23:56:02 SE Asia Standard Time,1304402166707183617,parkdinie,@telkomsel kenapa jaringan di kab bogor jelek ya dari tadi? Ada gangguan kah?,@telkomsel why network in Bogor regency ugly ya so? No interference kah?
10,2021-04-29 23:36:26 SE Asia Standard Time,1354485027992571904,klepontart,"Mau pasang wifi jaringan full katanya, mesti pasang tiang baru, minta solusi katanya oake orbit aja. Tapi orbit tergantung sinyal telkomsel.","Want to place a full network wifi he said, must be a new pole pairs, ask Oake orbit solution he wrote. But the orbit depends Telkomsel signal."
11,2021-04-29 23:11:44 SE Asia Standard Time,525197827,rpndkkk,Jaringan Telkomsel dirumah aku kenapa juga ga bagus ya:( buka ig aja susah apalagi mau bikin sg:(,Telkomsel network at home I also why good ga ya :( open ig just want to make sg especially difficult :(
12,2021-04-29 23:09:11 SE Asia Standard Time,564951196,idnpublic,Telkomsel siapkan infrastruktur jaringan komunikasi dukung PON Papua  https://t.co/TW5qcs5jV3 #Terbaru #antara #berita #live,Telkomsel prepare a communication network infrastructure supporting PON Papua https://t.co/TW5qcs5jV3 #Terbaru #antara #berita #live
13,2021-04-29 22:49:26 SE Asia Standard Time,1323101365011312640,poeqoeh_,"Perdana telkomsel simPATI, aktif jaringan tinggal pake' aja.  0821 3200 9300 0821 3200 3900 0821 3200 3600 0821 3200 7700 0821 3200 3800 0821 3200 5400 0821 3200 5600  INFO HARGA DAN PEMESANAN Telegram  https://t.co/H5oCUsmF7T  Wassap  https://t.co/KfwvFBB6mQ Bisa DM juga.  https://t.co/Yrue18E8X0","Prime telkomsel simPATI, stay active network use 'wrote. 0821 3200 9300 0821 3200 3900 0821 3200 3600 0821 3200 7700 0821 3200 3800 0821 3200 5400 0821 3200 5600 INFO PRICES AND RESERVATION Telegram https://t.co/H5oCUsmF7T Wassap Can https://t.co/KfwvFBB6mQ DM as well. https://t.co/Yrue18E8X0"
14,2021-04-29 22:15:03 SE Asia Standard Time,1936905991,wijaya_nd,@Telkomsel jaringan internet dipota manggarai timur selalu bermasalah,@Telkomsel east manggarai dipota Internet network is always problematic
15,2021-04-29 21:50:45 SE Asia Standard Time,1344119798,__lelaamuslimin,Jaringan @Telkomsel tidak stabil ya? 😭🥲😵‍💫 baru dapet sinyal setelah restart berulang-ulangg 🥲😭  https://t.co/r2Sj6SdWKF,@Telkomsel unstable network huh? New 😭🥲😵💫 dapet signal after the restart over and ulangg 🥲😭 https://t.co/r2Sj6SdWKF
