,created_at,user_id,username,tweet,english
0,2020-07-31 05:03:19 SE Asia Standard Time,46394879,ilosanre,"@Telkomsel juga berharap Paket Ilmupedia E-Learning Session yang tersedia dengan harga terjangkau ini dapat memberikan kemudahan dan kenyamanan proses belajar daring, sekaligus meringankan pengeluaran untuk alokasi kuota internet sehari-hari.","@Telkomsel also hope Package Ilmupedia E-Learning Session is available at an affordable price can provide ease and convenience of online learning process, as well as expenses for the allocation of quotas relieve everyday internet."
1,2020-07-30 22:16:09 SE Asia Standard Time,1269326549855035392,arsikamadja,"paket ilmupedia E-Learning Session yang kini tersedia dengan harga lebih terjangkau, dpt memberikan kemudahan dan kenyamanan proses belajar daring sekaligus meringankan pengeluaran untuk alokasi kuota internet sehari-hari. @Telkomsel  https://t.co/BoVEZsypG4","ilmupedia packages E-Learning Session is now available at more affordable prices, interchangeable provide ease and convenience of online learning process at once ease expenses for quota allocation everyday internet. @Telkomsel https://t.co/BoVEZsypG4"
2,2020-07-30 19:23:36 SE Asia Standard Time,381408476,iwanchan_,"@Telkomsel berharap, inisiatif Paket ilmupedia E-Learning Session dapat membantu menyukseskan penerapan remote learning di Indonesia dan memberikan kenyamanan bagi seluruh pelajar, orang tua, hingga guru dalam menjalani kegiatan tersebut.","@Telkomsel hope, initiative ilmupedia Packages E-Learning Sessions can help the success of the application of remote learning in Indonesia and provides comfort for all students, parents, to teachers in carrying out these activities."
3,2020-07-30 17:08:40 SE Asia Standard Time,357984133,donokip,"Sumbangsih @Telkomsel untuk bangsa dan rakyat Indonesia Paket Ilmupedia e-Learning Session untuk mendukung aktivitas belajar daring, sehingga dapat memberikan memudahkan dan  kenyamanan belajar daring.  https://t.co/Lj128vExlw","@Telkomsel contribution to the nation and the people of Indonesia Package Ilmupedia e-Learning Session to support online learning activities, so as to provide ease and convenience of online learning. https://t.co/Lj128vExlw"
4,2020-07-30 13:45:34 SE Asia Standard Time,38112151,ariefrasyad,"Oiya ini Paket Ilmupedia E-Learning yg dipersembahkan oleh @Telkomsel yg sdh tersedia dengan harga lebih terjangkau, semoga bs memberikan kemudahan dan kenyamanan proses belajar daring  https://t.co/IYtuRcXQPW","This oiya Ilmupedia E-Learning Package which is presented by @Telkomsel sdh available at more affordable prices, may bs provide ease and convenience of online learning process https://t.co/IYtuRcXQPW"
5,2020-07-30 13:31:06 SE Asia Standard Time,38112151,ariefrasyad,"Keaadaan sekarang ini dimana anak2 melakukan proses bekajar melalui daring, tentunya membutuhkan paket data yg terjangkau yg dapat memberikan kemudahan dan kenyamanan proses belajar daring sekaligus meringankan pengeluaran untuk alokasi quota @Telkomsel  https://t.co/yk5OjU3SUc","Keaadaan now where anak2 do bekajar through the online process, which of course requires affordable data package that can provide ease and convenience of online learning process at once ease expenses for quota allocation @Telkomsel https://t.co/yk5OjU3SUc"
6,2020-07-30 10:19:38 SE Asia Standard Time,101046706,santriwati_,"Telkomsel pun berharap Paket Ilmupedia E-Learning Session yang tersedia dengan harga terjangkau ini dapat memberikan kemudahan dan kenyamanan proses belajar daring, sekaligus meringankan pengeluaran untuk alokasi kuota internet sehari-hari.","Telkomsel also hope Package Ilmupedia E-Learning Session is available at an affordable price can provide ease and convenience of online learning process, as well as expenses for the allocation of quotas relieve everyday internet."
7,2020-07-29 21:22:13 SE Asia Standard Time,1242357420891881473,ariandiputra8,"@Telkomsel berharap Paket ilmupedia E-Learning Session yang kini telah tersedia dengan harga lebih terjangkau, dapat memberikan kemudahan dan kenyamanan proses belajar daring sekaligus meringankan pengeluaran untuk alokasi kuota internet sehari-hari.","@Telkomsel hope Package ilmupedia E-Learning Session is now available at more affordable prices, to provide ease and convenience of online learning process at once ease expenses for quota allocation everyday internet."
8,2020-07-29 19:39:35 SE Asia Standard Time,872175115793858561,projonolsatu,"serta situs e-learning dari sekolah atau perguruan tinggi yang berpartisipasi.  Besar harapan kami, kehadiran Paket #ilmupedia E-Learning Session dapat memberi kemudahan dan kenyamanan proses belajar  @Telkomsel  https://t.co/b2CPi9999j","as well as e-learning sites from school or college to participate. We hope, the presence of E-Learning Package #ilmupedia Session can provide convenience and comfort of the learning process @Telkomsel https://t.co/b2CPi9999j"
9,2020-07-29 18:33:02 SE Asia Standard Time,992673313141899264,iina_surbakti,"Besar harapan, kehadiran Paket ilmupedia E-Learning Session dapat memberi kemudahan dan kenyamanan proses belajar daring serta membantu meringankan pengeluaran kuota internet selama belajar di rumah. @Telkomsel  #TerusBergerakMaju Bersama Indonesia!  https://t.co/XIl7QwcHYD","Hopefully, the presence of E-Learning Package ilmupedia Session can provide ease and convenience of online learning and help alleviate spending internet quota for study at home. Together #TerusBergerakMaju @Telkomsel Indonesia! https://t.co/XIl7QwcHYD"
10,2020-07-29 18:11:16 SE Asia Standard Time,1219942208465358848,natasyalim13,@desta_geboy Jangan bingung memilih situs yang terbukti keamanan dan kenyamanan  Kunjungi sahabatpk01. net saja di jamin aman 100%  Deposit Via PULSA TELKOMSEL &amp; XL Contact us : * Livechat : sahabatpk01. net * Line : sahabatpoker * WhatsApp : +855883416178,@desta_geboy Do not confuse selecting a site that proved the safety and comfort Visit sahabatpk01. A guaranteed net secure 100% Deposit Via PULSE TELKOMSEL & amp; XL Contact us: * livechat: sahabatpk01. net * Line: sahabatpoker * WhatsApp: +855883416178
11,2020-07-29 16:51:04 SE Asia Standard Time,3171640176,milamariamey,"@Telkomsel berharap Paket ilmupedia E-Learning Session yang kini telah tersedia dengan harga lebih terjangkau, dapat memberikan kemudahan dan kenyamanan proses belajar daring sekaligus meringankan pengeluaran untuk alokasi kuota internet sehari-hari.  https://t.co/ss4pESjAiT","@Telkomsel hope Package ilmupedia E-Learning Session is now available at more affordable prices, to provide ease and convenience of online learning process at once ease expenses for quota allocation everyday internet. https://t.co/ss4pESjAiT"
12,2020-07-29 15:36:49 SE Asia Standard Time,1003935463961341953,stellasuwardi,"Paket ilmupedia E-Learning Session dari  @Telkomsel  memberikan kemudahan dan kenyamanan proses belajar daring krn dpt mengakses 10 platform spt Quipper, Zenius, Udemy, Cakap, Bahaso,  https://t.co/bNCSyNfcfw, Ganeca digital &amp; Kipin School 4.0   https://t.co/bwQgvD47rB","Ilmupedia E-Learning Package Session of @Telkomsel provide ease and convenience of online learning 10 krn dpt access platforms such as Quipper, Zenius, Udemy, Proficient, Bahaso, https://t.co/bNCSyNfcfw, digital Ganeca & amp; Kipin School 4.0 https://t.co/bwQgvD47rB"
