,created_at,user_id,username,tweet,english
0,2020-12-31 06:58:18 SE Asia Standard Time,1193575149477355520,lunarakaii,@rarsyini @Telkomsel Ga usah komplen percuma. Smpe jempol berotot pun cma di blas gni Makasih Kak. Saya cek ada akses data yang terkena tarif GPRS normal karena di nomor Kakak tidak tersedia kuota internet. Pastikan data seluler dalam keadaan OFF ya Kak saat tidak memiliki paket :),@rarsyini @Telkomsel Ga have Komplen useless. Smpe any muscular thumbs CMA in blas gni Thanks Kak. I checked there is access to data affected the normal GPRS rates because Brother numbers are not available internet quota. Make sure your cellular data is turned OFF Kak ya when you do not have a package :)
1,2020-12-31 06:31:58 SE Asia Standard Time,833295278048309248,rarsyini,"@Telkomsel ini nomor nya +62 821-1441-7798 yg terpotong pulsa. gtau krn apa? saya juga lupa percisnya. yg saya tau, saya isi pulsa 25rb tuh 3x selama desember ini. dan ada paket internet. udah berakhir paketnya tgl 28 kmrn. cuman kepotongnya pulsa sebelum 28 itu. please check","This @Telkomsel her number +62 821-1441-7798 who clipped pulse. gtau krn what? I also forgot percisnya. that I know, my pulse content 25rb tuh 3x during this December. and there is an internet package. already expired date 28 kmrn package. cuman kepotongnya 28 pulses before it. please check"
2,2020-12-31 00:35:38 SE Asia Standard Time,115025258,rangers_adri,Ini kenapa ya gk ada lagi pilihan pembelian paket internet omg yg biasanya saya beli tiap bulannya?! @Telkomsel 🙂 masa' karna sering dikomplain sinyalnya lngsung dihilangin 🤭  https://t.co/zlNFTtQV15,This is why yes gk No more purchasing options omg internet packages which usually I buy every month ?! @Telkomsel 🙂 term 'frequent complaints because the signal is lngsung dihilangin 🤭 https://t.co/zlNFTtQV15
3,2020-12-30 23:53:20 SE Asia Standard Time,1253991767072014347,broilham1,"@Telkomsel iyaaa ka, sering sih itu sinyal kadang susah padahal kecepatan internet ga jelek.","@Telkomsel iyaaa ka, often does it signal is sometimes difficult when bad ga internet speed."
4,2020-12-30 23:24:43 SE Asia Standard Time,1075673058931806208,indihome,"@renanthera_syam @Telkomsel @MobileLegendsOL Halo Sobat, mengenai jaringan internetnya yang kurang stabil saat bermain game, Anip butuh data-data Sobat dulu nih. Yuk diinformasikan nomor internet, atas nama dan no handphonenya via DM ya Sobat. Agar dapat dilakukan pengecekan lebih lanjut. Terima kasih. -Anip","@renanthera_syam @Telkomsel @MobileLegendsOL Hello Friend, the less stable Internet network while playing the game, Anip need the data before ya buddy. Yuk informed Internet number, the name and no cell phone via DM ya buddy. In order to do further checks. Thank you. -Anip"
5,2020-12-30 21:57:58 SE Asia Standard Time,1237287956307529728,abi56620934,Dapatkan internet rumah dari Telkomsel Orbit hanya di website  https://t.co/yngVSYBGp3 dan dapatkan promo khusus untuk pengguna baru  https://t.co/8po2rTiso0,Get home internet from Telkomsel Orbit just https://t.co/yngVSYBGp3 website and get a special promo for new users https://t.co/8po2rTiso0
6,2020-12-30 21:07:23 SE Asia Standard Time,80344246,ummifikri,@april_hamsa : Halo Unlimited dari kartuHalo Telkomsel Internet Murah di Rumah Aja  https://t.co/hrgZptjthO  #RabuCantik #ConnectingMama,@april_hamsa: Halo Telkomsel Unlimited Internet kartuHALO Aja Offers Home https://t.co/hrgZptjthO #RabuCantik #ConnectingMama
7,2020-12-30 21:01:42 SE Asia Standard Time,1248121983415357440,ayamnyaatok,"Jadi aku mau minta saran kartu paket Internet unlimited yang lancar jaya mana guys menurut kalian.. Btw kartu aku itu Telkomsel unlimited 23 GB Plisss bantu akuuu, soalnya mau liat konser SM","So I want to ask the advice card unlimited Internet package which smoothly victorious where guys do you think .. Btw I was Telkomsel unlimited card 23 GB Plisss akuuu aids, because want to see the concert SM"
8,2020-12-30 21:01:40 SE Asia Standard Time,1248121983415357440,ayamnyaatok,"Guys aku kemarin kan habis beli kartu paket internet Telkomsel, yauda dong aku Regis kayak biasanya. Nah waktu awl2 pemakaian si lancar jaya, eh setelah 2 GB kepake malah jadi lemot banget dong padahal kuotanya masih ada 33 gb..","Guys I buy a card yesterday discharged right internet package Telkomsel, yauda dong I Regis kayak normally. Well time the current user awl2 jaya, eh after 2 GB kepake really dong so slow even though the quota still 33 gb .."
9,2020-12-30 21:01:00 SE Asia Standard Time,383754001,nrwendth,Wow. beli paket internet telkomsel dapet bonus langganan disney hotstar sebulan.,Wow. dapet telkomsel buy internet packages disney Hotstar month subscription bonuses.
