,created_at,user_id,username,tweet,english
0,2021-05-31 06:35:02 SE Asia Standard Time,853952763121745920,mar_sanur,"@myXLCare XL ini operator gila, browsing internet ga sengaja klik iklan bisa langsung disedot pulsanya tiap hari/tiap minggu. Operator kan bisa membuat prosedur hal itu tidak terjadi? Parah lo.. Indosat dan Telkomsel yg saya punya aja tidak demikian. @aduanBRTI @aduankonten @myXL  https://t.co/74ErRMePzc","This XL @myXLCare crazy operators, Internet browsing ga accidentally click advertising can be directly aspirated pulsanya daily / weekly. The operator can always make a procedure that does not happen? Severe lo .. Indosat and Telkomsel that I have just not the case. @aduanBRTI @aduankonten @myXL https://t.co/74ErRMePzc"
1,2021-05-31 06:34:28 SE Asia Standard Time,1382831136288559105,xantara19,@satriohendri betul betul bang....biarin aje telkomsel...yg penting pulsa dan internet makin murah terjangkau,@satriohendri too well .... just let aje telkomsel bang ... important that more internet's pulse and affordable
2,2021-05-31 06:26:29 SE Asia Standard Time,227191019,aldosalam,"Udah pada tau belum apa itu Telkomsel Orbit ?  Telkomsel Orbit adalah layanan internet rumah yang menggunakan perangkat modem WiFi dengan kualitas jaringan selular terbaik, serta paket data yang bisa kamu gunakan tanpa perlu berlangganan.  https://t.co/bcpp23XZq4","Already know what it is yet Telkomsel Orbit? Telkomsel Orbit is a home internet service that uses a WiFi modem device with the best mobile network quality, as well as packets of data that you can use without the need to subscribe. https://t.co/bcpp23XZq4"
3,2021-05-31 06:09:24 SE Asia Standard Time,72798671,ghwijaya,Uji coba kecepatan Internet 5G Telkomsel di beberapa lokasi  https://t.co/exKZiRYRZF,High-speed trials at several locations 5G Telkomsel https://t.co/exKZiRYRZF
4,2021-05-31 06:08:00 SE Asia Standard Time,548018156,agung_bps,Sebulan penuh telah dilalui dengan internet lelet maupun zonk di Kota Jayapura dan sekitarnya. Akibat kabel FO putus dilaut dan ini jadi kali kelima. Bayar tagihan IndiHome dan hangusnya lebih dari puluhan GB kuota Telkomsel tanpa menikmati. #TorangBisaApa #Telkomsel #IndiHome,A full month has passed with slow internet and zonk in Jayapura city and surrounding areas. FO cable broke due to the sea and this became the fifth time. Pay bills IndiHome and scorching more than tens of GB quota Telkomsel without enjoying. #TorangBisaApa #Telkomsel #IndiHome
5,2021-05-31 05:55:08 SE Asia Standard Time,1363147784870748165,imaginatie1,"@Telkomsel min mau nanya, kenapa paket internet lama saya tidak terpakai, malah paket yang baru yang terpakai???  https://t.co/7cOilC5vlh","Min @Telkomsel want to ask why my old internet package unused, even the new packages are used ??? https://t.co/7cOilC5vlh"
6,2021-05-31 03:57:14 SE Asia Standard Time,2565340662,allysharamadhan,"Dear @Telkomsel  Saya mau beli paket data, kenapa pilihan paketnya hanya ini saja?? Tidak ada menu pilihan internet omg, combo sakti, ketengan utama dll? Tlg dibantu min @Telkomsel  Tkrs  https://t.co/ZmhlWLqImM","Dear @Telkomsel I want to buy a data plan, why only this package selection ?? There is no menu choice omg internet, magic combo, major ketengan etc? Tlg assisted min @Telkomsel Tkrs https://t.co/ZmhlWLqImM"
7,2021-05-31 03:55:02 SE Asia Standard Time,2565340662,allysharamadhan,"Dear @Telkomsel  Saya mau beli paket, kenapa pilihan paketnya hanya ini saja?? Tidak ada meni pilihan internet omg, combo sakti, ketengan utama dll? Tlg dibantu min @Telkomsel  Tkrs","Dear @Telkomsel I want to buy a package, the package selection just why this alone ?? No meni internet options omg, combo magic, the main ketengan etc? Tlg assisted min @Telkomsel Tkrs"
8,2021-05-31 00:06:45 SE Asia Standard Time,3145273705,ifontastore,Jaringan 5G menawarkan kecepatan internet yang lebih kencang dari pendahulunya. Yuk bandingkan kecepatan 5G milik Telkomsel dengan 4G LTE di Indonesia.    https://t.co/JetvIC2hGM,5G network offering Internet speeds faster than its predecessor. Let's compare 5G speeds with 4G LTE Telkomsel in Indonesia. https://t.co/JetvIC2hGM
9,2021-05-30 23:57:47 SE Asia Standard Time,3148986877,r20rudy,"@Telkomsel Min, telkomsel halo saya ngga ada internet padahal halo unlimited, bukannya harusnya speed down ya? Kalo sudah abis fup? tp kok malah ngga bisa loading apa2 ya? 1mbps kan harusnya masih bisa loading? Baca dm min  https://t.co/foFZu989D8","@Telkomsel Min, telkomsel hello my guns when halo unlimited internet, should not speed down huh? If so Abis FUP? tp why even the guns could be loading apa2 huh? 1mbps not it should still be loading? Read dm min https://t.co/foFZu989D8"
