,created_at,user_id,username,tweet,english
0,2021-04-29 22:27:56 SE Asia Standard Time,765035200896118789,indihomecare,"@bernikeginting @Telkomsel @IndiHome Hai, Kak Natalia. Perihal layanan nya kurang stabil dikarenakan untuk FUP Kakak sudah melebihi batas, untuk FUP akan direset (di nol-kan kembali) setiap awal bulan, sehingga di awal bulan usage Kakak dihitung mulai dari 0 GB kembali. Untuk info terupdate (1/2)","@bernikeginting @Telkomsel @IndiHome Hi, Sister Natalia. Regarding his services less stable due to FUP brother has exceeded the limit, for FUP is reset (at zero right back) every month, so in the early months of usage brother calculated from 0 GB back. For updated information (1/2)"
1,2021-04-29 20:47:12 SE Asia Standard Time,783733562,anashidayats,@NetflixID @TelkomIndonesia @Telkomsel @IndiHome Boleh dong kasih bundling langganan ama paket Maxstream Telkomsel kayak layanan streaming sebelah. Kalo bisa lebih murah 😬,Perhaps @IndiHome @TelkomIndonesia @NetflixID @Telkomsel dong love Maxstream package bundling Telkomsel ama subscription streaming services like door. If it could be cheaper 😬
2,2021-04-29 19:30:35 SE Asia Standard Time,80204488,telkomindonesia,"Telkom secara berkesinambungan meningkatkan kapasitas jaringan dalam mengantisipasi kenaikan traffic video streaming, sehingga semua pelanggan Telkom dan Telkomsel di Indonesia dapat menikmati layanan berkualitas premium hasil kerja sama Telkom dan Netflix.","Telkom continually improve network capacity in anticipation of the increase in streaming video traffic, so that all customers of Telkom and Telkomsel in Indonesia can enjoy premium quality services in collaboration Telkom and Netflix."
3,2021-04-29 19:07:59 SE Asia Standard Time,765035200896118789,indihomecare,"@korbanpatriarki @NetflixID @TelkomIndonesia @Telkomsel @IndiHome Hai Kak Patria, saat ini layanan IndiHome belum menyediakan paket bundling dengan Netflix tetapi Kakak sudah bisa akses ke Netflix dengan jaringan IndiHome-nya (Broadband Akses). Interaksi selanjutnya silakan menghubungi akun resmi @IndiHomeCare ya. Terima kasih -Zaf","@korbanpatriarki @NetflixID @TelkomIndonesia @Telkomsel @IndiHome Hi Kak Patria, service is currently IndiHome not provide bundling package with Netflix but the brother can already access to Netflix with its IndiHome network (Broadband Access). The interaction then please contact the official account @IndiHomeCare yes. Thanks -Zaf"
4,2021-04-29 18:00:02 SE Asia Standard Time,80204488,telkomindonesia,"@FransWallker Halo, Sobat. Terima kasih telah menghubungi Telkom Indonesia. Untuk mengingatkan kembali, jika ada pertanyaan dan keluhan seputar produk Telkomsel, Sobat bisa hubungi Layanan Pelanggan di 147 atau mention rekan kami di @Telkomsel.","@FransWallker Hello, my friend. Thank you for contacting Telkom Indonesia. To remind, if there are questions and complaints about the product Telkomsel, Buddy can contact Customer Service at 147 or mention our colleagues in @Telkomsel."
5,2021-04-29 17:58:35 SE Asia Standard Time,80204488,telkomindonesia,"@Moh_Syafuani Halo, Sobat. Terima kasih telah menghubungi Telkom Indonesia. Untuk mengingatkan kembali, jika ada pertanyaan dan keluhan seputar produk Telkomsel, Sobat bisa hubungi Layanan Pelanggan di 147 atau mention rekan kami di @Telkomsel.","@Moh_Syafuani Hello, my friend. Thank you for contacting Telkom Indonesia. To remind, if there are questions and complaints about the product Telkomsel, Buddy can contact Customer Service at 147 or mention our colleagues in @Telkomsel."
6,2021-04-29 17:52:21 SE Asia Standard Time,80204488,telkomindonesia,"@Wiwids18 Halo, Sobat. Terima kasih telah menghubungi Telkom Indonesia. Untuk mengingatkan kembali, jika ada pertanyaan dan keluhan seputar produk Telkomsel, Sobat bisa hubungi Layanan Pelanggan di 147 atau mention rekan kami di @Telkomsel.","@ Wiwids18 Hello, my friend. Thank you for contacting Telkom Indonesia. To remind, if there are questions and complaints about the product Telkomsel, Buddy can contact Customer Service at 147 or mention our colleagues in @Telkomsel."
7,2021-04-29 16:48:36 SE Asia Standard Time,759692754985242625,kumparan,KPPU memutuskan Telkom dan Telkomsel bebas dari sanksi persaingan tidak sehat saat memblokir layanan Netflix.  https://t.co/ZB5QNkdOkE,The Commission decided Telkom and Telkomsel free from unfair competition sanctions blocking the Netflix service. https://t.co/ZB5QNkdOkE
8,2021-04-29 15:56:06 SE Asia Standard Time,1202767015414398976,rafidwiriz,"@elvinvina Kayaknya karena hooq gak laku jadinya layanan ditutup, terus telkomsel udah nemu pengganti, si disney+. Gitu gak sih?  Bener sih, iflix di indihome masih ada","@elvinvina I think because hooq not salable finished the service is closed, continue telkomsel already find any replacement, the disney +. So not you think? Bener hell, iflix in indihome they last"
9,2021-04-29 14:25:19 SE Asia Standard Time,1369573838007062535,aikhoki,Biar menemani warga yg gak boleh mudik..moga smua provider internet memberikan layanan gratis nonton film lagi 😁 @Telkomsel @IndosatCare @XLAxiata_Tbk @KemenBUMN @erickthohir @pramonoanung @FirstMediaCares @IndiHome @kemkominfo,Let accompany residents who may not mudik..moga smua internet providers provide free services to the movies again 😁 @Telkomsel @IndosatCare @XLAxiata_Tbk @KemenBUMN @erickthohir @pramonoanung @FirstMediaCares @IndiHome @kemkominfo
