,created_at,user_id,username,tweet,english
0,2020-05-31 01:19:13 SE Asia Standard Time,931694646,pramanagheger,"Herang sama kartu telkomnjing @TelkomCare @Telkomsel @TelkomIndonesia di pakai main game, jaringan suka ke 3G lalau ke tidak ada layanan, selalu kaya gitu, tapi giliran di pakai nonton bokep ehh jaringan bagus stay in 4G gak balik ke 3G Benar benar jancok ini telkomnjing","Herang same @TelkomIndonesia @Telkomsel @TelkomCare telkomnjing card in use gaming, 3G network likes to plainly to no service, always so rich, but turn be used to watch porn ehh nice stay in 4G network not turning to 3G Truly this jancok telkomnjing"
1,2020-05-30 23:54:12 SE Asia Standard Time,1266709863389773825,_alvaroe_lee_,"Langkah Menuju 5G di Indonesia, Telkomsel Buat Layanan Koneksi VoLTE    https://t.co/km40UWDdNq","Steps to 5G in Indonesia, Telkomsel Create Connection Service VoLTE https://t.co/km40UWDdNq"
2,2020-05-30 19:31:33 SE Asia Standard Time,56660792,koyimatu,"min @Telkomsel sms dari 98888 mengganggu banget. gak pernah reg, gbs unreg, tp ganggunya itu setiap jam. @YLKI_ID bisa bantu tuntut atau tutup layanan gak penting 98888  https://t.co/7Vl6WXEMLl","@Telkomsel min 98 888 sms from disturbing really. do not ever reg, GBS unreg, tp annoy it every hour. @YLKI_ID can help close the services demanded or not important 98 888 https://t.co/7Vl6WXEMLl"
3,2020-05-30 19:21:33 SE Asia Standard Time,9679102,mrbambang,"Mengenal VoLTE Telkomsel, Layanan Panggilan Telepon dengan Koneksi 4G LTE  https://t.co/fBejVlZ2sr","Know VoLTE Telkomsel, Service Calls with LTE 4G Connection https://t.co/fBejVlZ2sr"
4,2020-05-30 18:47:03 SE Asia Standard Time,2233143374,joshuadominic12,@Telkomsel itu layanan volte nya sudah ada di kartu halo belum iy @kartuHalo,@Telkomsel that his volte services already exist in the halo cards yet iy @kartuHalo
5,2020-05-30 18:45:28 SE Asia Standard Time,3570716532,gizmologi,"Mengenal VoLTE @Telkomsel, Layanan Menelepon Via 4G LTE  https://t.co/z7GBY7jKOO","Know VoLTE @Telkomsel, Service Call Via 4G LTE https://t.co/z7GBY7jKOO"
6,2020-05-30 18:42:56 SE Asia Standard Time,14496850,indraupax,Cara aktifkan layanan Volte @Telkomsel  https://t.co/WhbtknQHjp lewat @indraupax,How to activate the service via Volte @Telkomsel https://t.co/WhbtknQHjp @indraupax
7,2020-05-30 16:10:45 SE Asia Standard Time,1018952402148290561,bibeyyyy,@shhaster @sherli_aa @fessthai Bacot bgt sih lo kek layanan telkomsel,@shhaster @sherli_aa @fessthai Bacot kek lo bgt heck telkomsel services
8,2020-05-30 15:00:00 SE Asia Standard Time,864022156975394816,diginationid,[ DIGINATION NEWS UPDATE PODCAST - EPS. 5 ]  Membahas tentang finalis Grab Ventures Velocity gelombang ketiga - Layanan MyEnterprise dari Telkomsel untuk pelanggan korporasi - Hasil program Harkulnas GoFood 2020. Klik  https://t.co/urp1i4z5Da #DiginationPodcast  https://t.co/bAGloY5FFi,[DIGINATION PODCAST NEWS UPDATE - EPS. 5] Discussing about the finalists Grab third wave Velocity Ventures - MyEnterprise Service from Telkomsel for corporate customers - Results Harkulnas program GoFood 2020. Click https://t.co/urp1i4z5Da #DiginationPodcast https://t.co/bAGloY5FFi
9,2020-05-30 14:56:13 SE Asia Standard Time,3251278303,dragon_fruits1,"@dionps95 @digit255 @kemkominfo @beacukaiRI Itu cara byr utk pembelian dari luar negeri ya. Sy nyari cara byr pajak utk yg beli hp di dalam negeri sy beli hp ditoko lokal saat ini msh dpt layanan dr provider, cek via telkomsel status imeinya dlm proses sistem, takutnya diblok😅","@ Dionps95 @ digit255 @kemkominfo @beacukaiRI That way BYR for purchases from abroad yes. Sy nyari For tax BYR way that purchasing domestically hp hp sy buy local stores today msh collapsible dr service provider, check status via telkomsel IMEInya up the process of the system, fear diblok😅"
