,created_at,user_id,username,tweet,english
0,2020-11-29 23:11:28 SE Asia Standard Time,606898690,jonochun_,"@byu_id banyakin lg donk paket y sm promo nya 😁🤭  https://t.co/WThOSvvDCX  Produk layanan selular digital keluaran Telkomsel, by.U dinobatkan sebagai merek pilihan Generasi Z dalam ajang Marketeers Youth Choice Brands of the Year 2020.","@byu_id banyakin lg donk its promo package sm y 😁🤭 https://t.co/WThOSvvDCX digital cellular service products output Telkomsel, by.U has been named as the preferred brand of Generation Z in the event the Youth Marketeers Brands Awards of the Year 2020."
1,2020-11-29 21:37:52 SE Asia Standard Time,248749974,yunan_ruuthe,Oi @Telkomsel ini lu masih perbaikan peningkatan layanan? belom kelar2 kah? internetnya mati matian gn g stabil ud seminggu lebih lho ini sumpah annoying,This @Telkomsel Oi lu still repair service improvement? Keith kelar2 kah? internet desperately death stable gn g ud know this week is more annoying oath
2,2020-11-29 20:02:36 SE Asia Standard Time,1222344615677714433,myorbitid,"@dimedevil Hai, Telkomsel Orbit adalah layanan gabungan antara modem wireless, simcard dengan paket data kuota based, serta aplikasi dan tidak dijual secara terpisah. Hal ini kami lakukan untuk memastikan agar semua pelanggan mendapat pengalaman terbaik saat menggunakan Telkomsel Orbit.","@dimedevil Hi, Telkomsel Orbit is a joint service between the wireless modem, simcard with quotas based data packets, as well as applications and are not sold separately. This was done to ensure that all customers receive the best experience when using Telkomsel Orbit."
3,2020-11-29 15:47:32 SE Asia Standard Time,751591554725273602,rismata20,"@Telkomsel Maaf, tapi apa layanan hebat 2323 memang sudah ga ada ya?","@Telkomsel Sorry, but what a great service in 2323 are already ga ya?"
4,2020-11-29 15:43:33 SE Asia Standard Time,135815019,detikinet,"Produk layanan selular digital keluaran Telkomsel, by.U dinobatkan sebagai merek pilihan Generasi Z dalam ajang Marketeers Youth Choice Brands of the Year 2020.  https://t.co/HcyPADF8Hp","Output digital cellular service product Telkomsel, by.U has been named as the preferred brand of Generation Z in the event the Youth Marketeers Brands Awards of the Year 2020 https://t.co/HcyPADF8Hp"
5,2020-11-29 15:43:28 SE Asia Standard Time,751591554725273602,rismata20,"@Telkomsel Jadi apa layanan hebat di 2323 udah ga ada atau masih ada? Kalau masih ada, gimana cara aktivasinya?","@Telkomsel So what a great service in 2323 already ga existed or still exist? If there is, how do I activation?"
6,2020-11-29 15:41:45 SE Asia Standard Time,751591554725273602,rismata20,"@Telkomsel Jadi saya berlangganan layanan hebat sebelumnya, tapi kenapa ga bisa lagi ya?","@Telkomsel So I subscribe to the service was great before, but why can not anymore huh?"
7,2020-11-29 15:39:00 SE Asia Standard Time,751591554725273602,rismata20,@Telkomsel layanan hebat telkomsel apa sudah ga ada?,@Telkomsel great service ga telkomsel what already exists?
8,2020-11-29 09:51:05 SE Asia Standard Time,1213670352380809216,jessica47644448,"Saldo Bank Lagi Kosong?  Deposit Via Pulsa Saja Di Mejaoke,com  Tersedia Layanan Deposit Via Pulsa Telkomsel   Contct info :  Line : Mejaqq_official  Whatsapp : +855882308459   #AgenBandarQOnline #BandarQOnline #AgenBandarQ #Mejaoke #MEJAQQ  https://t.co/fQ3bKVhdXi","Again Blank Bank Balance? Deposit Via Toll Only In Mejaoke, com Available Via Toll Telkomsel Deposit Service contct info: Line: Mejaqq_official Whatsapp: +855882308459 #AgenBandarQOnline #BandarQOnline #AgenBandarQ #Mejaoke #MEJAQQ https://t.co/fQ3bKVhdXi"
9,2020-11-29 09:14:41 SE Asia Standard Time,1161623593748271105,ejaanakbaik,"@cutepayyy_ @Telkomsel Hai, Kak Gigi. Maaf ya. Boleh infokan dengan detail kendala yang Kakak alami? Biar mimin bantu dengan solusi yang tepat supaya Kakak bisa nyaman pakai produk dan layanan Telkomsel. Makasih :) -Zayn","@cutepayyy_ @Telkomsel Hi, Sister Gigi. Forgive me. May infokan with detail constraints natural brother? Let mimin help with the right solution so that Big Brother can comfortably wear the products and services of Telkomsel. Thanks :) -Zayn"
10,2020-11-29 02:57:02 SE Asia Standard Time,1075673058931806208,indihome,"@kalamangna Halo Kak Abed, Deriw informasikan MAXstream adalah layanan dari Telkomsel. Namun aksesnya bisa menggunakan jaringan IndiHome Kok Kak. Terima Kasih -Deriw","@kalamangna Hello Kak Abed, Deriw inform MAXstream is a service of Telkomsel. However, access can use the network IndiHome Kok Kak. Thanks -Deriw"
11,2020-11-29 01:02:54 SE Asia Standard Time,797366899038294016,gemaktrie,@Telkomsel Sering tidak ada layanan/mencari,Often @Telkomsel no service / search
12,2020-11-28 21:53:12 SE Asia Standard Time,1248061832,bi_exoxo,"@Telkomsel Sudah saya refresh dan pindai jaringan ke manual, ke operator lain, resrart hp, pidai lagi jaringan manual otomatis dan hasilnya tetap tidak bisa. Mohon tanggapannya, saya sangat membutuhkan layanan ini dengan cepat karena aktivitas saya sangat terganggu dengan permasalahan ini","Already @Telkomsel I refresh and scan the network to the user, to another operator, resrart hp, automatic manual pidai network again and it still can not. Please comment, I really need this service quickly because of my activities are very disturbed by this problem"
13,2020-11-28 21:38:38 SE Asia Standard Time,1075673058931806208,indihome,"@Boy51981178 @Telkomsel Hai Kak Boy, mohon maaf mengenai akses internet yang kurang maksimal. Yoha bantu pengecekan yah Kak, silahkan kirimkan nomor layanan, atas nama dan nomor HP aktif terlebih dahulu via DM guna kerahasiaan data Kaka. Yoha tunggu konfirmasi selanjutnya, Terima Kasih -Yoha","@ Boy51981178 @Telkomsel Hi Kak Boy, I'm sorry about Internet access for less than the maximum. Yoha well Kak checks help, please send a service number, the name and mobile phone number via DM active prior to the confidentiality of data Kaka. Yoha wait for further confirmation Thanks -Yoha"
14,2020-11-28 20:27:15 SE Asia Standard Time,969879857969602565,ibs_138,"@Telkomsel Saya ga berlangganan layanan tersebut,.tolong cek DM, saya sudah kirim pesan.","@Telkomsel I ga subscribe to the service, check .tolong DM, I've sent a message."
15,2020-11-28 19:54:00 SE Asia Standard Time,49543761,izharinatania,@Telkomsel halo mau tanya dong knp saya gabisa telfon keluar? Keterangan nomor saya di blok dan harus menghubungi layanan telkomsel,@Telkomsel hello I want to ask dong knp telephone gabisa out? Description my number on the block and had to call the service telkomsel
16,2020-11-28 18:26:20 SE Asia Standard Time,732249116,nnfans,"@Telkomsel @ga_sopan iy sama udah dari kemaren, peningkatan layanan ko 2 hari, dan g pernah kasih kompensasi apa2 perihal gangguan","Iy @ga_sopan same @Telkomsel already from yesterday, and service improvement ko 2 days, and g never love about disturbance compensation apa2"
17,2020-11-28 18:19:51 SE Asia Standard Time,1320825088728469504,legawa_ganjar,@berbilianaarc @komprosdimedjo @Telkomsel Harga kuota naik kualitas layanan turun sinyal lemot banget....Ampun deh,@berbilianaarc @komprosdimedjo @Telkomsel quota price rise signal to slow down the service quality really .... Ampun deh
18,2020-11-28 18:13:11 SE Asia Standard Time,366954526,itoprakoso_,@Telkomsel ini jaringannya internet lagi trouble ya? peningkatan sistem layanan (lagi) atau apa ya?,This @Telkomsel internet network again trouble huh? improvement of the service system (again) or what?
19,2020-11-28 17:53:46 SE Asia Standard Time,1244256549935009793,estehmanis3ribu,@Telkomsel Dari jaman baheula peningkatan layanan mulu astagfirullah,@Telkomsel From ancient times mulu service improvement Astagfirullah
20,2020-11-28 16:32:02 SE Asia Standard Time,1133170739761123328,anggun16606836,@Telkomsel Seringkali jaringan internet buruk atau hilang pun sempat jaringan seluler hilang.  Semalam layanan jaringanpun tidak 4g,Often @Telkomsel bad or missing internet network also had lost a mobile network. Overnight service is not 4g jaringanpun
21,2020-11-28 14:42:51 SE Asia Standard Time,1213670352380809216,jessica47644448,"Saldo Bank Lagi Kosong?  Deposit Via Pulsa Saja Di Mejaoke,com  Tersedia Layanan Deposit Via Pulsa Telkomsel   Contct info :  Line : Mejaqq_official  Whatsapp : +855882308459   #AgenBandarQOnline #BandarQOnline #AgenBandarQ #Mejaoke #MEJAQQ  https://t.co/5oGgglWSYk","Again Blank Bank Balance? Deposit Via Toll Only In Mejaoke, com Available Via Toll Telkomsel Deposit Service contct info: Line: Mejaqq_official Whatsapp: +855882308459 #AgenBandarQOnline #BandarQOnline #AgenBandarQ #Mejaoke #MEJAQQ https://t.co/5oGgglWSYk"
22,2020-11-28 12:50:23 SE Asia Standard Time,1260857667465039872,apaannssi,@tanyainrl aku mau pamer foto baru ke Facebook dalam album ini dirilis pada tahun yang sama dengan SMA pada umumnya di indonesia yang bisa dibantu seputar produk dan layanan Telkomsel silakan mention it is not going to be a great day of school and is managed by esteem model management and,@tanyainrl I want to show off a new photo to Facebook in the album was released the same year at high school in general in Indonesia that can help Telkomsel about products and services please mention it is not going to be a great day of school and is managed by esteem models management and
23,2020-11-28 12:09:50 SE Asia Standard Time,92553253,verifauzan,"Selamat siang @Telkomsel mau tanya nih, area Sukabumi dsk apakah sedang ada gangguan untuk kualitas layanan Internet? Soalnya, malam akses di jam sibuk speed normal 20Mbps. Sekarang ko loading ya. Mohon konfirmasi ya, terimakasih.","Good afternoon @Telkomsel want to ask ya, Sukabumi area dsk whether it is no disruption to the quality of Internet services? You see, the evening rush hour access at normal speed 20Mbps. Now ko loading yes. Please confirm yes, thank you."
24,2020-11-28 11:48:11 SE Asia Standard Time,1295220478814982146,alnst_,@tanyainrl Aku mau pamer foto baru ke taehyung oppa yang membenciku adalah sebuah asteroid ini tercatat sebesar Rp yang mau di follow rt tapi gak ada yang bisa dibantu seputar produk dan layanan Telkomsel silakan infokan  Anying ngawur ni,@tanyainrl I want to show off new photos to taehyung oppa who hates this is an asteroid was Rp that would in follow rt but not anyone can help Telkomsel about products and services please infokan Anying inconsequential ni
25,2020-11-28 08:32:41 SE Asia Standard Time,1213670352380809216,jessica47644448,"Saldo Bank Lagi Kosong? Deposit Via Pulsa Saja Di Mejaoke,com Tersedia Layanan Deposit Via Pulsa Telkomsel  Contct info :  Line : Mejaqq_official Whatsapp : +855882308459  #AgenBandarQOnline #BandarQOnline #AgenBandarQ #Mejaoke #MEJAQQ  https://t.co/HLPONsC2YI","Again Blank Bank Balance? Deposit Via Toll Only In Mejaoke, com Available Via Toll Telkomsel Deposit Service contct info: Line: Mejaqq_official Whatsapp: +855882308459 #AgenBandarQOnline #BandarQOnline #AgenBandarQ #Mejaoke #MEJAQQ https://t.co/HLPONsC2YI"
26,2020-11-28 08:27:25 SE Asia Standard Time,1207126614703607811,dindasonia,@Telkomsel Min masi ada peningkatan sistem layanan?,@Telkomsel Min masi no increase in system service?
27,2020-11-28 06:13:12 SE Asia Standard Time,1856885701,panggilnone,"@Telkomsel Selamat pagi. Saya mau bertanya, nomor Telkomsel punya orang tua saya sudah 2 minggu ini tidak ada layanan terus. Bar sinyalnya kosong. Bagaimana, ya?","@Telkomsel Good morning. I want to ask, the number of Telkomsel had my parents own 2 this week is no service continues. Bar empty signal. I wonder how?"
