,created_at,user_id,username,tweet,english
0,2021-05-31 00:19:50 SE Asia Standard Time,1106204390858211331,anaksemesta_,"Lah bisa gitu ya, harga paketan telkomsel di cilegon sama di situbondo bisa beda jauh🙄","Could lah so yes, the price of packaged telkomsel in cilegon same can be different situbondo jauh🙄"
1,2021-05-30 23:36:10 SE Asia Standard Time,1267147855728242689,ctofficialstore,PAKET KUOTA TELKOMSEL HARGA TERJANGKAU. DM UNTUK PRICELIST!,QUOTAS PACKAGE TELKOMSEL AFFORDABLE PRICE. DM FOR pricelist!
2,2021-05-30 23:30:46 SE Asia Standard Time,31378507,hasyim_ari,",, Daftar Lengkap Lokasi dan Harga Paket Data 5G Telkomsel  https://t.co/y2LMBl3hlP via @uzoneindonesia",",, List Complete Data Package Location and price Telkomsel 5G https://t.co/y2LMBl3hlP via @uzoneindonesia"
3,2021-05-30 22:54:25 SE Asia Standard Time,252304700,jarwofajar,@Telkomsel kenapa setiap kartu harga paketnya beda beda ya?,@Telkomsel why each card a different package price difference huh?
4,2021-05-30 22:37:27 SE Asia Standard Time,133020943,arnold_tjiawi,"Telkomsel orbit pakai simcard telkomsel jg. Mungkin beda produk saja seperti Simpati, Halo, As, Loop &amp; By.U.  Orbit pny aplikasi sendiri untk cek kuota, tapi msh belum stabil. Tapi bisa pakai MyTelkomsel jg. Harga paketnya katanya promo untk 3 bulan diawal (katanya).  https://t.co/8N2YksA9YU","Telkomsel Telkomsel sim jg wear orbit. Perhaps the only difference products such as sympathy, hello, As, Loop & amp; By.U. Orbit pny own application checks remedy quotas, but msh yet stable. But can wear MyTelkomsel jg. Remedy package price promo said 3 months beginning (he says). https://t.co/8N2YksA9YU"
5,2021-05-30 21:09:01 SE Asia Standard Time,1399000191445860361,sanjarot,"@Telkomsel Masalah nya gua beli vocer telkon tapi gamasuk"" udah 10x gw beli tapi gaada yg masuk tuh vocer, lo bayangin aja harga 10 vocer anguss","Her problems cave @Telkomsel buy vocer telkon but gamasuk ""10x already bought but Gaada gw tuh entrant vocer, lo imagine aja price 10 vocer anguss"
6,2021-05-30 20:59:28 SE Asia Standard Time,1388183393754484739,sandi96681132,"@Telkomsel Masih cepatan jaringan M3 dari pada jaringan ampas ni,kontol lo yg kerja babi,udah ndak becus,di mahalin lagi harga paket nya babi lo kontol mati aja sana","Still @Telkomsel M3 network velocity of the pulp tissue ni, job dick mouth pork lo, already ndak incompetent, in its package price again mahalin pork lo dick are going to die there"
7,2021-05-30 20:58:28 SE Asia Standard Time,332300097,yokosetyoso,"@anida_syahla @MessiCelvin @yennywahid Betul, untuk BBRI, BMRI TLKM dari sebelum 2014 sudah untung. untuk TLKM banyak ambil profit dr entitas Telkomsel  harga sahamnya Flat tidak lebih tinggi dr 5 tahun lalu. BUMN Karya yg ambil semua proyek APBN jebol, padahal.proyek dikasih masih boncos juga, gimana kalo tender,","@anida_syahla @MessiCelvin @yennywahid Yes, for BBRI, BMRI TLKM from before 2014 was profit. to take profit dr TLKM many entities Telkomsel Flat share price does not overtop 5 years ago. SOEs grab all the work that the state budget project collapsed, given padahal.proyek still boncos well, what if the tender,"
8,2021-05-30 20:38:12 SE Asia Standard Time,1290169798559535104,ughibli,jual pulsa tf &amp; kuota telkomsel murah under aplikasi  • harga kuota 10% lebih murah dari apk • bisa cek nomor dulu • payment via all e wallet bisa qris  t. telkomsel tsel paket data beli wtb wtt need wts harian mingguan ig twt wa bulanan  #zonauang #zonaba  https://t.co/8V6Z3scQqA,selling pulses tf & amp; Telkomsel's quota under the application • quota prices 10% cheaper than the apk • can check first number • Payment via all e wallet can qris t. TSEL telkomsel buy a data package WTB WTS WTT need daily weekly monthly ug wa TWT #zonauang #zonaba https://t.co/8V6Z3scQqA
9,2021-05-30 19:56:53 SE Asia Standard Time,445338083,xtrada_2004,BANTING HARGA! KARTU PERDANA INTERNET 4G TELKOMSEL 30K ATAU 50K (SEGEL) potongan 50%! Hanya Rp27.500 - Rp60.000. Dapatkan segera di Shopee!  https://t.co/ZZpcVr0MNS,DISCOUNT! PRIME CARD OR INTERNET 4G TELKOMSEL 30K 50K (SEAL) a 50% discount! Only Rp27.500 - Rp60.000. Get immediate in Shopee! https://t.co/ZZpcVr0MNS
