,created_at,user_id,username,tweet,english
0,2021-01-31 06:59:15 SE Asia Standard Time,293943436,nyangrossvalin,"@quanshika Permisi.. Nitip iklan ya kak🙇‍♀️ Readystock Nomer Cantik start harga 100rb an. Telkomsel, XL, Indosat, Smart jg ada. Cek stock lainnya yg lbh cantik sesuai budget fastrespon bisa dm ig rossvalinshop. Loc Malang (bisa req shopee)  https://t.co/7lnZVxIJ8h","@quuanshika excuse me ... nitip advertising, kak🙇♀️ readystock numbers pretty start the price of 100 thousand. Telkomsel, XL, Indosat, Smart JG is there. Another stock check that lbh is pretty suitable for fastrespon's budget can be DM IG Rossvalinshop. Malang LOC (Can Req Shopee) https://t.co/7LNZVXIJ8H"
1,2021-01-31 06:19:34 SE Asia Standard Time,353131929,spwnt,"Baru pertama beli ekstra kuota di my telkomsel, maek haji dia sama sama 4GB tapi beda hari beda harga.  https://t.co/Re62igKgyC","The first time he first bought extra quota in My Telkomsel, Maek Haji he was equal to 4GB but different day different days. https://t.co/re62igkgyc."
2,2021-01-31 00:56:25 SE Asia Standard Time,254298374,justcallby,"Bersama atau tanpanya, harga kuota Telkomsel tetap mahal..","Together or without it, the price of the Telkomsel quota remains expensive ..."
3,2021-01-31 00:33:34 SE Asia Standard Time,1064354851713298432,hendikaaaa,@marshalivia Kuota telkomsel unlimited 7 hari harga 10 rebu,@Marshalivia Telkomsel Quota Unlimited 7 days Price of 10 Rebu
4,2021-01-30 23:06:20 SE Asia Standard Time,1267147855728242689,ctofficialstore,PAKET KUOTA TELKOMSEL HARGA TERJANGKAU. DM UNTUK PRICELIST!,Telkomsel quota package at affordable prices. DM for pricelist!
5,2021-01-30 20:46:45 SE Asia Standard Time,1181541613815750656,introvertsince1,Telkomsel harga doang mahal ngelag tok,Telkomsel prices are expensive in the Tok
6,2021-01-30 19:25:24 SE Asia Standard Time,1622627876,louderbombs7,"@moviemenfes 2. Kayaknya gk ada nder, tapi ada promo harga murah klu daftarnya pakai nomor telkomsel","@moviemenfes 2. It seems like there is no nder, but there is a cheap price promo, the list is using the telkomsel number"
7,2021-01-30 18:52:26 SE Asia Standard Time,1179603179551383552,fntsania,"@Telkomsel pliss ini jaringan di desaku . kenapa jaringan mati peettt! udh sekitar hampir sebulan ini bayangin dari tgl 9 januari loh minn.. sinyal ilang2an.. kalo keluar desa, baru ada sinyal. Seharusnya harga kuota inet makin mahal, pelayanan makin oke dong ☹","@Telkomsel Pliss is a network in my village. Why Dead Tissue PEETTT! Udh around almost a month ago it was imagined from January 9, I had a signal ... if it came out of the village, there was only a signal. Inet quota prices should be more expensive, service is getting okay dong ☹"
8,2021-01-30 17:48:57 SE Asia Standard Time,1216973406626709505,gandaputtag,@atytse @AqielAkhtar @XiaomiIndonesia Mi shop Hartono Mall yogyakarta. Jika barang ada harga Rp. 3900000 wajib bindling dengan telkomsel,@atytse @aqiekhtar @xiaomiindonesia Mi Shop Hartono Mall Yogyakarta. If the item is priced at Rp. 3900000 obligatory bindling with Telkomsel
9,2021-01-30 16:20:08 SE Asia Standard Time,1289204505389629440,avilaspirit1,Apakah harga paket di semua opsel bakal murah?? Padahal pendapatan /thn selalu untung. Mis @Telkomsel yg bisa mencapai Triliunan rupiah. Banyak sekolah yg diselenggarakan secara online yg akan jd korban seperti di wilayah Indonesia timur dgn harga paket yg mencekik.  https://t.co/YJihWhqkMQ,Is the price of the package in all opels it will be cheap ?? Even though the income / year is always profitable. MIS @Telkomsel who can reach trillions of rupiah. Many schools are held online that will be victims like in the East Indonesia region with the price of a strangling package. https://t.co/yjihWhqkmq.
